fen,uci,comment
3r1rk1/5ppp/p1p1p1q1/4N3/1p1Pn2P/1P4P1/PKP2P2/3RQR2 b - - 3 26,g6f5,"still having to defend my knight as well as get out of trouble. The time I gained by making the bishop trade is now gone and Steve seems to have gain time H: That ""gain in time"" never really mattered, but the time white wins now does, because he can create a dangerous attack against your king."
3r1rk1/5ppp/p1p1p3/4Nq2/1p1Pn2P/1P1R2P1/PKP2P2/4QR2 b - - 5 27,e4c3,"I felt this ones a mistake by Steve allowing me to ge my knight here H: I'm don't think that it's a mistake. Certainly the knight is well-placed on c3 and there might be some attacking chances against his king, but white does have an attack of his own. Also it seems sensible to make sure that the black queen won't end up on c3, which could be really unpleasant for white."
3r1rk1/5ppp/p1p1p3/4Nq2/1p1P3P/1PnR2P1/PKP2P2/4QR2 w - - 6 28,e5c6,"This looks a bit dangerous, because it opens lines against the white king, but now white either wins the exchange on d8 or he can take on b4 (thereby eventually dislodging your knight on c3)."
3r1rk1/5ppp/p1N1p3/5q2/1p1P3P/1PnR2P1/PKP2P2/4QR2 b - - 0 28,f5b5,"I felt I had the better position and could recover from a pawn and a rook for a knight H: I don't think your position is objectively better. His king's position isn't entirely safe, but you don't have any real threats."
3N1rk1/5ppp/p3p3/1q6/1p1P3P/1PnR2P1/PKP2P2/4QR2 b - - 0 29,b5a5,hoping for mate in 2
3N1rk1/5ppp/p3p3/q7/1p1P3P/1PnR2P1/PKP2P2/4QR2 w - - 1 30,a2a4,More or less stopping the black attack.
3r2k1/5ppp/p3p3/q7/Pp1P3P/1PnR2P1/1KP2P2/4QR2 w - - 0 31,f2f4,After making sure his king is more or less safe white proceeds with his attack.
2r3k1/5ppp/p3p3/q7/Pp1P1PPP/1PnR4/1KP5/4QR2 b - - 0 32,a5c7,"again looking for mate by Steve stopped it. And I must admit I never thought about his king side pawns advancing in fact had decided early that taking them would help him attack my king H: The problem is that black can't create any serious threats, because white really only needs to secure the squares c2 and c3. While on the other hand the white pawnstorm on the kingside is very dangerous for black. You are entirely right that taking those pawns would most probably help white (just as it did later in the game)."
2r3k1/2q2ppp/p3p3/8/Pp1P1PPP/1PnR4/1KP5/4QR2 w - - 1 33,d3d2,Protecting c2 with a different piece (e.g. the other rook or the queen) would seem like a much better idea. Why should white abandon his control over c3?
2r3k1/2q2ppp/p3p3/8/Pp1P1PPP/1Pn5/1KPR4/4QR2 b - - 2 33,c3e4,hoping Steve will take knight so I can get his rook and attack his qbp
2r3k1/2q2ppp/p3p3/8/Pp1PnPPP/1P6/1KPR4/4QR2 w - - 3 34,e1e4,Without any real reason for it white hands back the exchange.
2r3k1/5ppp/p3p3/8/Pp1PQPPP/1P6/2Pq4/1K3R2 w - - 0 36,f4f5,White's attack still continues.
2r3k1/5ppp/p3p3/5P2/Pp1PQ1PP/1P6/2Pq4/1K3R2 b - - 0 36,e6e5,this was laptop error. I thought his qp was my pawn due to the flat screen on my laptop.
2r3k1/5ppp/p7/4pP2/Pp1PQ1PP/1P6/2Pq4/1K3R2 w - - 0 37,d4e5,These two pawns on f5 and e5 are entirely deadly now.
2r3k1/5ppp/p7/4PP2/Pp2Q1PP/1P6/2Pq4/1K3R2 b - - 0 37,d2h2,"was tri ng to get the pawns that I did not think would hurt me. Little did I know they would destroy me. This in my eyes was a very bad move. But unclear what should have been done here game may have already been over. H: At this point black is entirely lost, so there isn't much you could have done."
2r3k1/5ppp/p7/4PP2/Pp2Q1PP/1P6/2P4q/1K3R2 w - - 1 38,f5f6,White creates a serious weakness in the black camp.
2r3k1/5ppp/p4P2/4P3/Pp2Q1PP/1P6/2P4q/1K3R2 b - - 0 38,g7g6,"did not ke pawn scared would open my king up H: Yes, it would have. But g6 doesn't help much either (if white ever gets his queen close to g7...). There isn't much black can try to do here."
2r3k1/5p1p/p4Pp1/4P3/Pp2Q1PP/1P6/2P4q/1K3R2 w - - 0 39,f1d1,Tempting black to take the pawn on h4.
2r3k1/5p1p/p4Pp1/4P3/Pp2Q1PP/1P6/2P4q/1K1R4 b - - 1 39,h2h4,attacking another pawn hoping to also attack his rook as well as guard mine
2r3k1/5p1p/p4Pp1/4P3/Pp2Q1Pq/1P6/2P5/1K1R4 w - - 0 40,e4c4,A very clever moce forcing the black rook off the c-file so that there aren't any threats to c2.
2r3k1/5p1p/p4Pp1/4P3/PpQ3Pq/1P6/2P5/1K1R4 b - - 1 40,c8f8,"can not take queen or Steve gets mate and felt if moved rook any where else Steve would chase it with queen and take my pawns H: I don't think white would even bother with the pawns in that case, he can just push for a back rank mate and black has a lot of trouble."
5rk1/5p1p/p4Pp1/4P3/PpQ3Pq/1P6/2P5/1K1R4 w - - 2 41,c4d4,White plans to get his queen to h6.
5rk1/5p1p/p4Pp1/4P3/Pp1Q2Pq/1P6/2P5/1K1R4 b - - 3 41,h7h5,"giving my king a way out as well as attacking his pawn 2 ways H: But it will also open the h-file, which will be very dangerous for your king."
5rk1/5p2/p4Pp1/4P2p/Pp3QPq/1P6/2P5/1K1R4 b - - 1 42,h5g4,tring to prevent his queen from getting to h6 as well as tring to advance my pawn H: Opening the h-file is simply deadly for black.
5rk1/5p2/p4Pp1/4P3/Pp3Qpq/1P6/2P5/1K1R4 w - - 0 43,f4c1,"I felt I could prlong the game but he would get another queen with the pawns I did not worry about. H: The danger is much more immediate. He threatens to play Rh1 followed by Rh8+ and you will soon be mated. I believe you could have obtained good winning chances on move 15 and that you lost the game on move 24 (and never really recovered from there onwards). This game was quite calm at the start, but eventually both sides started attacking the opponent's king and things got very tactical. In both types of position - calm and tactical - you noticed that you should always be careful not to overlook any tactical opportunities and/or problems, but you also need to think in terms of long term plans. Especially in calm situations like early in this game tactical considerations aren't always that important and winning or losing a tempo or two often doesn't really matter. In such situations you might want to consider where you would like to place all of your pieces, what sort of pawn structure you can and/or would like to achieve and how you can eventually open the game up (e.g. by pawn advances etc.). Both sides didn't really do this and played without any consistent plan, until an attack on the opponent's king became the absolutely obvious thing to do. However even if that is what you want and need to do, it still doesn't mean that a sacrifical attack is the best way of going about it - but judging that really requires tactical calculations and experience, which is probably best gained by playing over master games. Doing that also gives a certain idea of how one should place one's pieces. I hope my review does help and good luck."
r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,f3d4,The starting point of the good old Scotch. This opening saw a brief revival in the Kasparov-Short Match of 1993. A good choice for those who like chances for both sides and plenty of action.
r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,d8h4,The Steinitz variation is not one to be underestimated. Black decides to hit the e-pawn straight away but does go against the opening principle of developing the queen early. With accurate play White should be OK but the position requires much care. The Kasparov-Short games followed Bc5 lines.
r1b1kbnr/pppp1ppp/2n5/8/3NP2q/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,d4b5,Nc3 is another and perhaps more solid choice.
r1b1kbnr/pppp1ppp/2n5/1N6/4q3/8/PPP1BPPP/RNBQK2R b KQkq - 1 6,e8d8,although alternatives exist this move has to be played at some point.
r1bk1bnr/pppp1ppp/2n5/1N6/4q3/8/PPP1BPPP/RNBQ1RK1 b - - 3 7,g8f6,"Let's look at the position here.White has overcome the initial burst from Black although a pawn down and must now set about development, but how is this going to be achieved? Black on the other hand has two significant problems the central queen is going to get shot at and the king is going to get stuck in the centre. So as White my first objective is to get the pieces out and on their best squares and, if I can, I am going to chase the queen around so Black loses time."
r1bk1b1r/pppp1ppp/2n2n2/1N6/4q3/8/PPP1BPPP/RNBQ1RK1 w - - 4 8,f1e1,This move looks OK but is in fact an inaccuracy. The point is that although the queen is under pressure it does not have to move.White has to develop with a tempo so N1c3 is by far the best here.
r1bk1b1r/pppp1ppp/2n2n2/1N6/4q3/8/PPP1BPPP/RNBQR1K1 b - - 5 8,f8c5,Now White is under pressure.
r1bk3r/1ppp1ppp/p4n2/2b2q2/2Pn4/2N2B2/PP3PPP/RNBQR1K1 w - - 2 12,c1e3,You marked this? and you are quite right. Be4 is best.
r1bk3r/1ppp1ppp/p4n2/2b2q2/2P5/2N1BP2/PP3P1P/RN1QR1K1 b - - 0 13,c5d6,a tactical mistake. Besides it's better don't move a pieces more times in the openings. Killerman: Quite correct.
r1bk3r/1ppp1ppp/p2b1n2/5q2/2P5/2N1BP2/PP3P1P/RN1QR1K1 w - - 1 14,c3e4,The best line is not that easy to see.
r1bk3r/1ppp1ppp/p2b4/4q3/2P1P3/2N1B3/PP3P1P/R2QR1K1 b - - 2 16,e5h2,White king is now endangered
r1bk3r/1ppp1ppp/p2b4/8/2P1P3/2N1B3/PP3P1q/R2QRK2 b - - 1 17,d6e5,in order to play d6 to complete pieces developing using the Bc8 too
r1bk1r2/1ppp1ppp/p7/3Qb3/2P1P3/2N1B3/PP3P1q/R3RK2 w - - 4 19,a1d1,The king has to go on the run.
r2k1r2/1pp2ppp/p2p4/2Q1b3/2P1P1b1/4B3/PP1RNP1q/4RK2 b - - 5 22,g4h3,"The game illustrates the importance of tempi in the opening. In open games such as the Scotch small inaccuracies lead to swift ends. White's small mistake 8 Re1 does not look that bad but it's a move that just doesn't do enough and that is all the time that Black needs to create further problems. Even so White still had chances especially after 13... Bd6 but this time it wasn't to be. Well played and many thanks for allowing me to review the game, good luck with your chess."
r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,c3d5,"Is there any other move for white to select? Killerman: I prefer lines with Bg5 here, but there is a lot of theory to the position and your play would need to be accurate. I give below a couple of possible continuations. I would suggest that you obtain a good book on the Sicilian as it is an opening that crops up quite a lot and it is good to have a few lines in the memory banks against each of the Black set ups. Your choice is fine though."
r1bqkb1r/pp3ppp/2np4/1N1np3/4P3/8/PPP2PPP/R1BQKB1R w KQkq - 0 8,e4d5,An ordinary variation of Sicilian Defence
r1bqkb1r/pp3ppp/2np4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R b KQkq - 0 8,c6b8,I was surprised by this strange move. Often black play 8. ...Ne7 here. But I didn't know what to do on the next step. Killerman: Black's move is fine. He figures if you have wasted time in getting your knight to b5 then he has time to reroute the knight.
rnbqkb1r/pp3ppp/3p4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R w KQkq - 1 9,c1e3,"I decided to go on developing. After the game I thought about this position, black's d6 pawn is somehow weak, maybe I should play Nb5-a3-c4 to set up pressure on it. At the moment I just didn't have a clear plan. Killerman: Be3 is OK, but c4 might be more in keeping with the position. You will hold the d5 pawn and if a6 the knight can jump back to c3. I think that your knight moves would not work because Black is quite likely to set up a6 and b5 and kick your knight out of c4. In addition I can't see how you would get enough pieces to pressure the d6 square. I think that is why I would prefer the more natural c4 which fits better with your development planning. There will be natural squares for the pieces to go to and Black will have a slightly more cramped position but will still aim to play f5."
rnbqk2r/pp2bppp/3p4/1N1Pp3/8/4B3/PPP2PPP/R2QKB1R w KQkq - 3 10,c2c4,"Since black would play a6 to drive my knight away soon, In advance I put my c pawn ahead to the c3 square where is the room for knight. Killerman: Quite correct."
r1bq1rk1/1p1nbppp/p2p4/3Pp3/2P5/2N1B3/PP2BPPP/R2Q1RK1 b - - 5 13,f7f5,So far we have been following a well trodden path of theory. Black is setting up the natural pawn centre and will be looking to attack on the kingside with pieces behind his pawns. If that is the case you are more likely to get success by attacking on the queenside. What you can't do is open up the kingside because Black's pieces will flood over there.
r1bq1rk1/1p1nb1pp/p2p4/3Ppp2/2P5/2N1B3/PP2BPPP/R2Q1RK1 w - - 0 14,f2f4,Otherw ise 14. ...f4 will follow. Killerman: This I think is the start of the problems you have. It is very necessary to play f3 here before starting on a queenside attack. You can't afford to open up the kingside as you pieces are actually pointing more towards the queenside. The move f3 will slow down the attack from Black. Your move f4 actually weakens weakens your whole centre position. If you allowed Black to play f4 himself then Bc1 would be OK as Black has very kindly given over the e4 square for your pieces. I also think that Black might actually be able to take on f4 now as you cannot safetly re-capture. See the following lines.
r1bq1rk1/1p1nb1pp/p2p4/3Ppp2/2P2P2/2N1B3/PP2B1PP/R2Q1RK1 b - - 0 14,e7f6,"If I were Black here I would also be tempted to play e4, but exf4 is best as the pawn cannot be re-captured.."
r1bq1rk1/1p1n2pp/p2p1b2/3Ppp2/2P2P2/2N1B3/PP2B1PP/R2Q1RK1 w - - 1 15,a1c1,I was not sure of the security on the dark long diagonal. Killerman: A fair point. I would also have considered capturing on e5.
r1bq1rk1/1p1n2pp/p2p1b2/3P1p2/2P2B2/2N5/PP2B1PP/2RQ1RK1 b - - 0 16,d7e5,Qb6+ is not so effective as the b-pawn cannot be taken without Black securing d6.
r1bq1rk1/1p4pp/p2p1b2/3Pnp2/2P2B2/2N5/PP2B1PP/2RQ1RK1 w - - 1 17,d1d2,"My c3 knight is out of use now; I planned Nc3-d1-e3 to improve its position somehow. Killerman: A very good idea. My only criticism is that if you should be playing on the queenside you are likely to need it on c3, but it won't be too far away on e3 I guess, it just takes time and I don't know if you can afford that time as Black is starting his attack now. I think from your comments it is clear that you had not considered attacking on the queenside. This is actually quite natural as usually we want to be attacking the king. However you do have a queenside pawn majority which you can use. i.e. b4 followed by c5 which will create threats which Black will need to answer."
2rq1rk1/1p1b2pp/p2p1b2/3Pnp2/2P2B2/8/PP1QB1PP/2RN1RK1 w - - 5 19,b2b3,b4 is better threatning c5
2rq1rk1/1p1b2pp/p2p1b2/3Pnp2/2P2B2/1P6/P2QB1PP/2RN1RK1 b - - 0 19,g7g5,"I felt it very hard to respond. Killerman: Be3 is best, but you are right Black's attack happens quickly."
2rq1rk1/1p1b3p/p2p4/3Pbpp1/2P5/1P1B4/P2Q2PP/2RN1RK1 b - - 1 21,f8f7,Now I can do nothing but waiting for the end of game. Killerman: Well I would not be quite that defeatist but your pieces are not very well placed that's true. See how your knight has yet to jump out to it's originally intended square. You have no control of the 4th rank. This has all happened because you did not play actively on the queenside.
2rq2k1/1p1b1r1p/p2p4/3Pbpp1/2P5/1P6/P2Q2PP/1BRN1RK1 b - - 3 22,f5f4,This gives you a small chance
2rq2k1/1p1b1r1p/p2p4/3Pb3/2P2pp1/1P6/P2Q1NPP/1BR2RK1 w - - 0 24,f2d3,A small error which accelerates failure to come to me. Killerman: Actually the losing move. It's just a disaster now. After Ne4 you can continue the fight.
2r3k1/1p1b1r1p/p2p4/3P4/2P2ppq/1PQNb3/P5PP/1B2RR1K b - - 7 27,g4g3,"White resign s Killerman: So where did it go wrong. Well quite simply you did not get started with the correct plan and ran out of ideas very early. Your position became very passive and whilst Black may well be a similar grade he had a very natural attack. Yours was not so obvious but was necessary as Black's attack was always going to come quickly once he had established his centre and you had played f4. As I pointed out earlier it is natural to look to hunt the king down but often we can't do that directly, so we must play on the side of the board we are stronger, this will help to distract our opponent away from their plan and their king. We can also just as easily win material which may become vital in an endgame. If your opponent had castled queenside then I am sure you would have thrust your pawns at him. So give it a try in another game. Good luck with your chess in the future and many thanks for allowing me to review your game I hope my comments help."
rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,d7d6,"A solid move, but I think it's too passive against the King's Gambit: White may be able to get a favourable Spanish-type setup with f4 already played. In my opinion, although it entails more risks Black should play more actively by taking the gambit pawn, and then try to keep it by pushing g5 at some point like in the Fischer or Kieseretsky Defences. Other good choices are the Modern and Cunningham defences. E: This move by itself isn't passive - black can still take on the next move and go into the Fischer defence, for instance. If Black wants to keep it closed, it might be better to get the Bishop out to c5 first. But this can't really be a bad move by itself."
